,parent_asin,rating,text,user_id,date,title,price,average_rating,rating_number,categories,features,description,main_category,store,sentiment_score
126,B0081GFY4M,5.0,"Dickies pants have always been my uniform go to, especially because my child is so husky. These pants came in the mail and I was so excited. The material is thick and strong but yet still soft. They fit perfectly as I expected. Just a tad bit long but I knew they would be, you should definetly try dickies though if you have a husky child like me they last through everything. No more rips :-)",AHQ74H3FVZJF5ETQ26KNYM7BCCEQ,2014-09-17,Dickies Boys' Flex Waist Double Knee Pant,,4.4,143,"['Clothing, Shoes & Jewelry', 'Boys', 'Clothing', 'Pants']","['65% Polyester, 35% Cotton', 'Imported', 'Belt closure', 'Machine Wash', 'Easy care: stain release, resists wrinkles, fade resistant.Work pant style waistband with tunnel belt loops.', 'Exterior logo on left front leg', 'Sits slightly below the waist. Work pant style waistband with Dickies classic tunnel belt loops', 'Two back welt pockets', '7 3/4 ounce twill']",['Flexwaist adjustable waistband and reinforced double knee for durability'],AMAZON FASHION,Dickies,1
127,B0083XFYFM,5.0,"I bought this Timex a short while ago to replace one that is years old and still keeps remarkably accurate time.  But the finish eventually wore off in places and it needed a new battery.  I went for the T2n949.  It looks good, and it's utilitarian.  And, it has a great pedigree.<br />I buy watches mostly for their utility.  For many, many years I have found Timex to be a true value for money spent.  This new, inexpensive Timex looks nice - that's a bonus.  It keeps time very well, I can tell time in the dark of the morning and - if it's anything like it's long line of predecessors, it'll wear like iron.  That's why I buy em and love em.",AES5OWW2TYEPOMQXOFM7QJ5UTXBA,2013-05-09,Timex Men's T2N949 Elevated Classics Stainless Steel Dress Watch with Two-Tone Expansion Band,,4.0,109,"['Clothing, Shoes & Jewelry', 'Men', 'Watches', 'Wrist Watches']","[""Round watch featuring grey sunray dial with date display at 3 o'clock, Arabic hour markers, and Indiglo nightlight"", '36 mm stainless steel case with mineral dial window', 'Quartz movement with analog display', 'Silver-tone expansion band with gunmetal-tone center stripe', 'Water resistant to 30 m (99 ft): In general, withstands splashes or brief immersion in water, but not suitable for swimming']","[""Timex Men's T2N949 Elevated Classics Dress Stainless Steel Expansion Band Watch Product Description: This stylish men's Elevated Classics Dress watch from Timex features a polished gunmetal brass case with a matching steel bracelet. The grey dial sets the stage for light grey hands and Arabic numerals for easy time-telling. Case: Brass with polished gunmetal Caseback: Stainless steel snap-down Bezel: Polished gunmetal Dial: Grey Hands: Light grey Markers: Light grey full Arabic numerals Calendar: Date display at 3 o'clock Indiglo Night-Light Bracelet: Stainless steel expansion band with polished gunmetal finish Crystal: Acrylic Crown: Push/pull Movement: Quartz Water resistance: 3 ATM/30 meters/99 feet Case measurements: 35 mm wide x 10 mm thick Bracelet measurements: 18 mm wide x 7 inches long Box measurements: 2.5 inches wide x 3.5 inches long x 3 inches high Model: T2N949"", ""The Timex Men's T2N9499J Easy Reader Gun Metal Case with Grey Dial Watch is a great example of a cool, casual timepiece packed with style. Featuring a black analog dial, date display and a grey stainless steel band, this watch is a must-have for your collection."", ""Timex Group B.V. is one of the best-known American watch companies. Timex's U.S. headquarters are located in Middlebury Connecticut and it has substantial operations in China, the Philippines and India and full scale sales companies in Canada, the UK, France and Mexico."", 'The company began in 1854 as Waterbury Clock in Connecticut\'s Naugatuck Valley, known during the nineteenth century as the ""Switzerland of America."" Sister company Waterbury Watch manufactured the first inexpensive mechanical pocket watch in 1880. During World War I, Waterbury began making wristwatches, which had only just become popular, and in 1933 it made history by creating the first Mickey Mouse clock under license from Walt Disney, with Mickey\'s hands pointing the time.', 'During World War II, Waterbury renamed itself U.S. Time Company. In 1950 the company introduced a wristwatch called the Timex. Over the next three decades, Timex was sold through a series of advertisements which emphasized its durability by putting the watch through ""torture tests,"" such as falling over the Grand Coulee Dam or being strapped to the propeller of an outboard motor, with the slogan ""It takes a licking and keeps on ticking."" With the help of former Olympic broadcaster, spokesman John Cameron Swayze, sales took off. The company later became Timex Corporation, then Timex Group and, to date, has sold over one billion watches.', 'The company has remained very competitive and the Timex brand continues its dominance through present day. Its primary market remains the United States and Canada, although the Timex brand is sold worldwide due to its ability to capitalize on its strong brand image and reputation for quality.', 'One of the most successful and important features available on many Timex watches is the Indiglo backlight system. Indiglo is a brand name of Indiglo Corporation, solely owned by Timex for licensing purposes. Timex electroluminescent lamps, branded Indiglo, were introduced in 1992 in the Ironman watch line. They were an immediate success. The Indiglo lamp uniformly lights the surface of the Timex’s watch dials in a manner that makes the dial read very easily in many different light settings. In some newer watches the Indiglo backlight only lights up the numbers, rather than the entire LCD display, which is achieved by means of a specialized film that inverts the LCD transmissivity.', 'Today, Timex Group products are manufactured in the Far East and in Switzerland often based on technology that continues to be developed in the United States and in Germany. With a large and varied line of watches, Timex has the style for everyone. From the locker room to the board room, there is a great Timex style time-piece for you.', 'See more']",AMAZON FASHION,Timex,1
128,B0083ZPE64,5.0,Very elegant!,AFGRLOKIHXUJSHNKVRECNBPIMCZQ,2016-07-27,Amazon Collection Sterling Silver Open Heart Threader Drop Earrings,,4.4,2238,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Earrings', 'Drop & Dangle']","['Sterling silver earrings featuring open heart and linear design', 'Threader earwire findings', 'Crafted in .925 sterling silver', 'An Amazon Brand']",['Sterling silver earrings featuring open heart and linear design'],AMAZON FASHION,Amazon Collection,1
129,B0083ZPE64,5.0,"Simple and cute earrings. Threads well through 2 holes. Also threads through 3, but earrings are pretty short at that point. Lots of options available and cuter than just a simple thread.  I have sensitive skin and can wear these all day with no issue.",AG5ME42II6XQNYRFBTGSPRH6OSBA,2015-12-31,Amazon Collection Sterling Silver Open Heart Threader Drop Earrings,,4.4,2238,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Earrings', 'Drop & Dangle']","['Sterling silver earrings featuring open heart and linear design', 'Threader earwire findings', 'Crafted in .925 sterling silver', 'An Amazon Brand']",['Sterling silver earrings featuring open heart and linear design'],AMAZON FASHION,Amazon Collection,1
130,B0083ZPE64,3.0,Gift to friend no review except looked darling.,AF7XKNCJX7JZG7LZTFNQL4562UXQ,2018-05-16,Amazon Collection Sterling Silver Open Heart Threader Drop Earrings,,4.4,2238,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Earrings', 'Drop & Dangle']","['Sterling silver earrings featuring open heart and linear design', 'Threader earwire findings', 'Crafted in .925 sterling silver', 'An Amazon Brand']",['Sterling silver earrings featuring open heart and linear design'],AMAZON FASHION,Amazon Collection,1
131,B0083ZPE64,3.0,Basically its cute love it but not worth 10$ very low quality but wearable the box it comes with seems like half the price of what u pay for lol,AEI7R326W5SDKPPQ46ZYMAUD55FA,2020-10-22,Amazon Collection Sterling Silver Open Heart Threader Drop Earrings,,4.4,2238,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Earrings', 'Drop & Dangle']","['Sterling silver earrings featuring open heart and linear design', 'Threader earwire findings', 'Crafted in .925 sterling silver', 'An Amazon Brand']",['Sterling silver earrings featuring open heart and linear design'],AMAZON FASHION,Amazon Collection,-1
132,B00865WM2U,1.0,Garbage! DO NOT BUY! The ball fell off by itself with normal use all the time- eventually I lost it. Cheap product- dont waste your money! Poor customer service- said I was SOL.,AFJFTZSIKYC2FUVM253JJ4GTL7HA,2020-11-22,Ritastephens 14K Real Gold Yellow Belly Button Navel Ring Body Jewelry Barbell,98.0,3.9,47,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Body Jewelry', 'Piercing Jewelry', 'Barbells']","['14K Real Gold Yellow Belly Button Navel Ring Body Jewelry Barbell', 'Beautifully crafted and well designed', 'Length: 21mm long, post is 13mm long; Hypoallergenic and Nickel Free', '5mm 14k gold screwball for comfort and security when worn', 'Pictures are enlarged to show details']",[],AMAZON FASHION,Ritastephens,-1
133,B0087SXKVS,5.0,I love asics shoes. They are so comfy. These have not let me down yet,AGEV6POLYIOR5ELBEXXAHPBHMH3Q,2015-09-24,ASICS Womens Gel-Venture 4,,4.5,2370,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Athletic', 'Running', 'Trail Running']","['100% Synthetic', 'Imported', 'Rubber sole', 'Platform measures approximately 1""', 'Tack on the miles and take on the trails in this durable runner', 'Mesh synthetic upper', 'Tie closure', 'Removable sockliner accommodates custom orthotics', 'Rearfoot GEL® Cushioning System absorbs shocks']","['In 1949, Mr. Kihachiro Onitsuka began his athletic footwear company (Onitsuka Co., Ltd.) by manufacturing basketball shoes out of his living room in Kobe, Japan. He chose the name ASICS for his company in 1977, based on a famous Latin phrase ""Anima Sana In Corpore Sano,"" which, when translated, expresses the ancient ideal of ""A Sound Mind in a Sound Body."" Taking the acronym of this phrase, ASICS was founded on the belief that the best way to create a healthy and happy lifestyle is to promote total health and fitness. Today, ASICS offers a full line of performance-driven athletic shoes and technical active sports apparel and accessories dedicated to bringing harmony to the body and soul.']",AMAZON FASHION,ASICS,1
134,B0089AXY7O,5.0,Great carry on for the business trips.,AGF3G532JE3ABNCXWLI44EXEM5KQ,2014-10-21,"Travelpro Luggage Crew 9 22-Inch Expandable Rollaboard Suiter Bag, Black, One Size",,4.2,225,"['Clothing, Shoes & Jewelry', 'Luggage & Travel Gear', 'Luggage', 'Suitcases']","['Deluxe suiter system with padded foam bar keeps clothes wrinkle-free during travel and can be easily removed when not in use', 'Roomy main compartment expands 2 ½-inch , maximizing space and packing flexibility', 'Polypropylene pp honeycomb framing system with eva foam construction, and 2000d twist nylon fabric with duraguard coating provides exceptionally lightweight durability', '22-inch h x 14-inch l x 9-inch w', 'Limited lifetime warranty']","['Travelpro’s crew 9 has long been the choice of flight crews and frequent travelers, the 22-inch expandable rollaboard suiter is a leap forward in innovation, lightweight durability and effortless mobility, featuring the patent-pending powerscope extension handle that minimizes wobble when fully extended, it also stops at 38” and 42,5” to ensure a comfortable roll for users of different heights, strong enough to support a tote or case, the powerscope handle has been tested over 15,000 cycles']",,Travelpro,1
135,B008ANYYKQ,5.0,Amazing craftsmanship. I wish the loop would have been a little bit bigger to fit on my chain. But it made a nice gift.,AHUIW2JAU4DF22P5YSQGBYPLIURQ,2021-05-06,"Honolulu Jewelry Company Sterling Silver Starfish Necklace Pendant with Simulated Blue Opal and 18"" Box Chain",14.69,4.5,132,"['Clothing, Shoes & Jewelry', 'Women', 'Jewelry', 'Necklaces', 'Pendant Necklaces']","['Simulated Blue Opal', 'Stylish & Great for Everyday Wear', '16""-18"" Adjustable Box Chain Included', 'A Lovely Gift from the Hawaiian Islands', 'From Honolulu Jewelry Company, Honolulu, Hawaii']","['This simple sterling silver starfish necklace is both elegant and playful. Perfect for any collection. Comes with a 16""-18"" adjustable box chain. Gift box included. From Honolulu Jewelry Company, Honolulu, Hawaii.']",AMAZON FASHION,Honolulu Jewelry Company,1
136,B008BFOA1Q,4.0,These shoes are really comfortable from the first time I put them on. They seem true to width.  They are a little big in the heel on me and tend to slip but I think a heel pad would solve that or be unfashionable and wear socks. They are well constructed and just what I would expect from a Clark shoe.,AFHIPXSQWVET34B2OJGXCANZTIUQ,2013-10-02,Clarks Women's Recent Dutchess Ballet Flat,,4.3,279,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Flats']","['100% Leather', 'Imported', 'Manmade sole', 'Heel measures approximately 1""', 'Work-ready ballet flat with decorative stitching and cutout details', 'Bendables flex technology', 'High, padded collar', 'Anti-odor Ortholite footbed']","[""Clarks has been in business for over 100 years making very fine men's dress shoes in a variety of styles. Featuring a wide range of top-quality components, Clarks gives you the options you desire in the quality you demand.""]",,Clarks,1
137,B008BFOQUG,4.0,Got these for my daughter to wear while playing in the band during cold nights at football games. She loves them. Keeps hands warm. She just pops the finger tips out when she is ready to play.,AFSORXLTEC6DMF64PRWMEBFBWYYA,2014-10-28,Isotoner Women's Hybrid Convertible fingerls gl-unlnd,,4.3,81,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Gloves & Mittens', 'Cold Weather Gloves']","['Shell Back: 79% Nylon/21% Lycra Spandex; Palm: 94% Polyester/6% Lycra Spandex', 'Hand Wash', 'Gloves are water and stain repellent for secure protection against the rain or snow', 'Gloves feature a suede palm patch for easier gripping']","['This hybrid glove allows for maximum flexibility and dexterity with a spandex back and fleece palm, while leaving fingers exposed. Flip over ""mitten top"" covers fingers for warmth']",AMAZON FASHION,isotoner,1
138,B008KX6OL8,5.0,Very good,AFW3WV7HPHSRSALXH53L76BBFRAQ,2014-09-24,Crocs Kids' Crocband Mickey II Clog,,4.6,362,"['Clothing, Shoes & Jewelry', 'Girls', 'Shoes']","['100% Synthetic', 'Imported', 'Manmade sole', 'Slip-on clog featuring Mickey Mouse-shape cutouts at vamp and molded Mickey ears at midsole', 'Convertible heel strap', 'Massaging nub footbed', 'Non-marking Croslite sole']","[""Crocs Crocband Mickey Ii Kid's - Dahlia/Iris"", ""Crocs, Inc. is a rapidly growing designer, manufacturer and retailer of footwear for men, women and children under the Crocs brand. All Crocs brand shoes feature Crocs' proprietary closed-cell resin, Croslite, which represents a substantial innovation in footwear. The Croslite material enables Crocs to produce soft, comfortable, lightweight, superior-gripping, non-marking and odor-resistant shoes. These unique elements make Crocs ideal for casual wear, as well as for professional and recreational uses such as boating, hiking, hospitality and gardening. The versatile use of the material has enabled Crocs to successfully market its products to a broad range of consumers.""]",AMAZON FASHION,Crocs,1
139,B008NUV6G6,4.0,I bought this suit for a weekend trip to a water park with my family because I didn't feel comfortable wearing a bikini in public just yet after having my son. It fit okay and looked pretty cute; my only issues with the suit are the top of the back lining kept showing and I had to look down often to make sure my chest wasn't exposed.,AGSMXM27QKQ7HFURJV2OF7ZBBRCA,2013-05-29,Sheridyn Swim Women's Marilyn Boyleg One Piece Swimsuit Black/White Dots Large,,3.0,19,"['Clothing, Shoes & Jewelry', 'Westlake']",['Pull On closure'],[],AMAZON FASHION,Sheridyn Swim,1
140,B008NYGKB8,4.0,inexpensive and beautiful,AETUVMEUGDOJDW3Y26CBAWY7ITJA,2016-02-27,Womens Indian Long Skirts Sequins Ankle Length Rayon India Clothing,,3.8,132,"['Clothing, Shoes & Jewelry', 'Westlake']","['100% Rayon', 'Elastic closure', 'Hand Wash Only', 'Length : 36 inches; Elastic Waist (24 to 38 inches), Drawstring with tiny bells', '100% light weight and breathable rayon fabric', 'Hand sewn silver color sequins all over the skirts. Please read the description below for more information.', 'This skirt can be wear as a dress as well. Made in India', 'Hand wash separately in cold water, Hang to Dry']","['Beautiful colourful Indian long skirt for women with sequins work handmade by artisans of India. This Indian skirt can be worn with a matching top or as a dress, suitable for all occasions.  As the 100s sequins are sewn to the skirt by hand, there may be some loose threads, please trim them before you wear this long skirt.   These Indian skirts with no lining are made of 100% light weight and breathable rayon fabric which is see-through to some extent. You may need to wear inner skirt or legging underneath, however most of our customers do not feel the need of the lining.   As fabric is dyed, these skirts might have the dye smell when you receive and open the packaging. We recommend to hang the skirt in air (preferably in sun light) to get rid of the dye smell. Wash these skirts separately in cold water and hang to dry in shade.']",AMAZON FASHION,Maple Clothing,1
141,B008V8KG6Q,4.0,"I really love these mocs and my only one critique is they are darker than they appeared in the photos, not a huge issue but I was expecting something a little lighter. The shoes, I've found are quiet tight upon first wear, my mom who wears almost two sizes smaller than me noted how well they fit here, but after one shift at work they were completely broken in and now have shaped to my foot perfectly. They are comfortable, fashionable slip on shoes and the grey goes with almost everything. I've worn them for long shift on my feet and worried because of how flat they were they would be uncomfortable but I haven't had a bad day in them yet. This isn't my first purchase from Minnetonka and won't be my last.",AGY7254S243GGEQXYNFHMYKPJXOA,2016-05-11,Minnetonka Women's Thunderbird II Mocassin,62.95,4.2,1719,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Loafers & Slip-Ons']","['100% Soft Suede', 'Imported', 'Rubber sole', 'Suede leather', 'Padded cushion insole', 'Sporty rubber sole']",[],AMAZON FASHION,Minnetonka,-1
142,B008VO5XPE,3.0,"It is loosely knit which makes it slide off the shoulder. did not know it had elbow pads above the elbow, though it is a large size. Altogether, it is baggy and not what I expected. It looks more chic in the picture.",AGEYRQ7WVGBDAQLIYEYUVKWCNUZA,2013-12-03,D.E.P.T. Women's Cozy Pullover,,3.6,17,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Sweaters', 'Pullovers']","['72% Cotton/22% Acrylic/6% Polyamide', 'Pull On closure', 'Dry Clean Only', 'Ribbed hem along neckline', 'Long sleeves']",['This super soft knit sweater features a flattering boat neckline'],AMAZON FASHION,D.E.P.T.,-1
143,B008XDC1NU,4.0,This watch is everything as advertised. The size fit perfectly and looks quite elegant and feminine on an average sized wrist (I'm 5.5 and weigh approximately 125lbs); especially in this colour it looks more mature as opposed to the others which I find to be more school girlish in appearance. I'm one satisfied customer and will recommend this watch to anyone...,AEFYKNQK3FLZCSUTLLUSB3RLC4FA,2017-06-09,Casio Women's BG169G-4 Baby G Pink Champagne Watch,,4.6,1288,"['Clothing, Shoes & Jewelry', 'Women', 'Watches', 'Wrist Watches']","['Made in the USA or Imported', 'Glittering digital watch featuring multiple functions such as shock resistance, EL backlight, tele-memo (25 records), world time (29 time zones/30 cities), day counter, five daily alarms, 1/100th-second stopwatch, countdown timer, 12/24-hour format, and mute function', '42-mm resin case with mineral dial window', 'Japanese quartz movement with digital display', 'Resin band with buckle closure', 'Water resistant to 200 m (660 ft): In general, suitable for professional marine activity and serious surface water sports, but not scuba diving']","[""Casio BG-169G-4BCR Sports Watch Women's Bg169G-4 Pink Champagne Watch"", 'Casio', 'With the launch of its first watch in November 1974, Casio entered the wristwatch market at a time when the watch industry had just discovered digital technology. As a company with cutting-edge electronic technology developed for pocket calculators, Casio entered this field confident that it could develop timepieces that would lead the market.', 'Today, Casio is focusing its efforts on solar-powered radio-controlled watches: the built-in solar battery eliminates the nuisance of replacing batteries, atomic timekeeping means the users never have to reset the time. Recently, Casio launched a series of Bluetooth watches that sync to the users cell phone to automatically update the time. Casio is always moving time forward.']",AMAZON FASHION,Casio,1
144,B00995PFF2,5.0,Very very comfortable. I like the easy lace up and tie and how good they felt on my first hike. Very little ankle soreness.<br />Excellent service from Amazon.,AETRB6OBWHAMIX5XYY6HD7CWSFCA,2013-04-22,"Nevados Boom 2 Mid Hiking Boots for Women, Water Resistant, Multi-Terrain Lug Pattern, Comfortable & Weather Proof Structure Rubber Traction Outsole Cradled Footbed",,4.3,834,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Outdoor', 'Hiking & Trekking', 'Hiking Boots']","['100% Leather and Textile', 'Imported', 'Rubber sole', 'Shaft measures approximately 5"" from arch', 'Heel measures approximately 1.25""', 'Boot opening measures approximately 9.5"" around', 'Moisture-wicking lining', 'Removable EVA insole', 'Thermoplastic rubber toe cap and heel counter', 'Padded tongue and collar']","['Rugged outdoor performance meets quality, comfort and value in Nevados boots and shoes for the whole family. A leading maker of hiking and outdoor footwear, Nevados draws its inspiration from nature, with great rugged styles built to take on any challenge.']",AMAZON FASHION,Nevados,1
145,B009DNWH2O,5.0,These leggings fit very well; will be great for when I walk and when I go fishing :),AFKFDVY5Z4JMJJ64C6EMTPUCN65A,2015-01-16,Alki'i Womens Warm Winter Fleece Lined Leggings,,4.0,1611,"['Clothing, Shoes & Jewelry', 'Women', 'Clothing', 'Leggings']","['6% Spandex', 'Pull On closure', 'Sm/Med:(90-125 Lbs) Lg/XL:(125-165 Lbs) Queen:(185-225 Lbs)', 'Legging Features stretch ankle-boot covers for protection against tough weather or easy layering', 'Leggings have a covered waistband for all day comfort with a personal fit', 'Outside has smooth, silky feel to the touch and Inside legging has premium plush fleece lining', ""WARNING: These Alki'i Fleece-Lined Leggings are sold strictly by Feel Good Apparel. Make sure to check seller name after selecting desired color and size before purchasing.""]","['Great for staying warm and stylish on those cold winter days. These fleece lined leggings are soft, warm, and super stretchy. Made from 94% Polyester and 6% Spandex these leggings will keep you warm and looking great.']",AMAZON FASHION,Alki'i,1
146,B009EMK488,1.0,"Very cute. However, the cutest of the bunch (black panda) broke within five minutes of opening the package in a way I can't even figure out - now the latch does not close at all.",AFXUMELKK6K2ZFOSQJHVUCGH2KMA,2014-10-04,kilofly Purse Hook [Set of 3] - Foldable - Daja,,3.4,6,"['Clothing, Shoes & Jewelry', 'Women', 'Accessories', 'Handbag Accessories', 'Handbag Hangers']",[],[],Amazon Home,kilofly,-1
147,B009M4XCF0,5.0,Great fit. Beautiful shoe! I am very pleased with this purchase. I now want to buy the other colours. It is well worth the price.,AF4JGVT5TNFFK3UNPCROPKC3KEWQ,2013-09-23,Pink & Pepper Women's Memory Sandal,,3.7,14,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Sandals', 'Flats']","['100% Manmade', 'Synthetic sole', 'Heel measures approximately 1.25""']",[],AMAZON FASHION,Pink & Pepper,1
148,B009NYUK86,4.0,Not the highest quality link remover I have ever seen but it matched the price point and will work for my needs.,AHGIYF2NAZJGHG2ASZ3YMIPWJ4DQ,2016-06-17,SE Watchband Link Pin Remover (3 PC.) - JT63057,9.49,4.0,36,"['Clothing, Shoes & Jewelry', 'Shoe, Jewelry & Watch Accessories', 'Watch Accessories', 'Repair Tools & Kits']","['Aluminum body', 'Dimensions: 1"" x 2.75""', '3 pins total', 'Pins are 0.8 mm', 'Great for resizing bracelets and watches']","['Use the SE JT63057 Watchband Link Pin Remover (3 PC.) for DIY alterations to your bracelets and watches. Remove the links on your own to achieve just the right size, while avoiding expensive costs for jewelry/watch repair. Instructions for Use: 1) Place your watch link remover on a flat surface with the pin side up. 2) Place your watch band flat and flush to the left hand side wall on the watch link remover. 3) Line up the link that you want removed with the pin. 4) Turn the handle so that the watch link remover pin pushes against and pushes out the pin in your watch link. 5) Turn the handle so that the watch pin remover retracts, and then remove the pin from your watch link. SE is committed to providing the customer with the best source for value possible on the market. You will enjoy the quality, function and usefulness of our SE JT63057 Watchband Link Pin Remover (3 PC.). IPR Rights Notice: Important: Avoid getting counterfeit items. Genuine SE products come with the SE logo on the packaging. SE is a registered trademark protected by US Trademark Law.']",Tools & Home Improvement,SE,1
149,B00AAGKSVK,5.0,"I purchased for my husband since he had the inner shell and wanted the outer.  Both have the reflective inner warmth, and when he wears them together he is very warm.  Next winter I want to get the womens.  The inner reflective looks fine...and its there for a reason, nothing cheap looking at all like anither reviewer said.",AFDDGDUI7TQMA5QKII2WR7PUPFGQ,2014-02-16,Columbia Men's Modern,,3.7,28,"['Clothing, Shoes & Jewelry', 'Men', 'Clothing', 'Jackets & Coats', 'Active & Performance', 'Shells']","['100% Nylon', 'Imported', 'Snap closure', 'Hand Wash Only', 'Omni-Heat thermal reflective Omni-Tech waterproof/breathable fully seam sealed', 'Interchange compatible. Attached, adjustable storm hood. Underarm venting', 'Adjustable, snap back powder skirt. Zippered chest pocket', 'Interior security pocket. Media and goggle pocket, Adjustable cuffs. Drawcord adjustable hem. Drop tail', 'Omni-Tech Legacy Twill 100% nylon, Omni-Heat Reflective Microtex Light 100% polyester']","['Omni-Heat thermal reflective. Omni-Tech waterproof/breathable fully seam sealed. Interchange compatible. Attached, adjustable storm hood. Underarm venting. Adjustable, snap back powder skirt. Zippered chest pocket. Interior security pocket. Media and goggle pocket, Adjustable cuffs. Drawcord adjustable hem. Drop tail Omni-Tech Legacy Twill 100% nylon, Omni-Heat Reflective Microtex Light 100% polyester.']",AMAZON FASHION,Columbia,1
150,B00AEA0O4S,4.0,was a little skeptical based on other reviews. the price was right so i took a chance. my daughter loves it and used it all winter long. ITs plush and i didnt have any problems with fur loss.,AH24BJQT4ED4LM3ONLLIMATDCZLQ,2015-03-25,HUSKY Full Animal Hoodie Hat 3-in-1 Function Faux FUR,,4.3,112,"['Clothing, Shoes & Jewelry', 'Novelty & More', 'Clothing', 'Novelty', 'Men', 'Hoodies']","['Acrylic,Polyester,Fleece,Faux Fur', 'Drawstring closure', 'Hand Wash Only']",[],AMAZON FASHION,HatButik.,1
151,B00AIQUH9U,5.0,"Boots look and feel great. Great boots for the woman hunter or outdoors woman, rugged boot with a girly look.",AEAVELPXMDM6GZDRI7ILIQREDFZA,2012-12-30,"Rocky Women's Athletic Mobility Level 2 Boots,Pink,7.5 M",,5.0,1,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Boots']",[],[],AMAZON FASHION,Rocky,1
152,B00AJBDESU,5.0,"These boots fit perfectly and definitely keep out the cold and moisture. I was hesitant at first about paying ~$100 for boots I'll only wear three months out of the year, but the quality seems like I'll never have to buy another pair.",AFRPX2MHA5KG72IDWDZQ2WRNHKSA,2014-01-13,Columbia Men's Bugaboot Plus II Omni-Heat Snow Boot,,4.6,948,"['Clothing, Shoes & Jewelry', 'Boot Shop', 'Men', 'Outdoor & Work', 'Snow & Cold Weather']","['100% Synthetic', 'Imported', 'Rubber sole', 'Shaft measures approximately 8"" from arch', 'Heel measures approximately 1.5""', 'Rugged lace-up boot in seam-sealed waterproof construction featuring secure lace-up shaft with thick padded collar', 'Thermal reflective lining', '200g OmniHeat insulation', 'Dual-compound OmniGrip rubber tread']","['Columbia gears you up for the big chill with their rugged, toasty Bugaboot Plus II.', 'Columbia offers a wide variety of outdoor performance footwear, outerwear, sportswear, and accessories. Columbia products are engineered using the best technologies and highest quality materials, providing you with innovative products that are functional yet stylish and a great value.']",AMAZON FASHION,Columbia,1
153,B00AJBDESU,4.0,I personally have an issue that when we reach very low temperatures my feet go cold and can stay cold all day long.<br />Due to the recent storms I have purchased these shoes and can say that these shoes are very well built. I also purchased them on sale for $80 so was very happy with this.<br /><br />The only downside I have found is that you can find them to be slippery when walking on ice.,AG2AI547CBI5VHHRHYQLR33KMLTQ,2014-01-22,Columbia Men's Bugaboot Plus II Omni-Heat Snow Boot,,4.6,948,"['Clothing, Shoes & Jewelry', 'Boot Shop', 'Men', 'Outdoor & Work', 'Snow & Cold Weather']","['100% Synthetic', 'Imported', 'Rubber sole', 'Shaft measures approximately 8"" from arch', 'Heel measures approximately 1.5""', 'Rugged lace-up boot in seam-sealed waterproof construction featuring secure lace-up shaft with thick padded collar', 'Thermal reflective lining', '200g OmniHeat insulation', 'Dual-compound OmniGrip rubber tread']","['Columbia gears you up for the big chill with their rugged, toasty Bugaboot Plus II.', 'Columbia offers a wide variety of outdoor performance footwear, outerwear, sportswear, and accessories. Columbia products are engineered using the best technologies and highest quality materials, providing you with innovative products that are functional yet stylish and a great value.']",AMAZON FASHION,Columbia,1
154,B00AO37CJA,5.0,This is my fourth pair of these shoes ...I love them!!  I would recommend them to anyone. I am on my feet all day and also do alot of walking.,AHVHSFRLCFICLT4C7IEIMCC3N6KA,2014-05-14,Saucony Women's Triumph 10 Running Shoe,,4.3,229,"['Clothing, Shoes & Jewelry', 'Women', 'Shoes', 'Athletic', 'Running', 'Road Running']","['100% Synthetic', 'Imported', 'Manmade sole', 'Form and function strike a perfect balance in the Triumph 10', 'Breathable open mesh and supportive underlays provide a clean modern look while securing the foot to the platform', 'Redesigned crash pad features three fully decoupled independently responsive pods for a smooth landing', 'PowerGrid midsole technology provides a plush ride for the runner seeking a cushioned feel', 'Deeper flex grooves in the forefoot add flexibility']","[""Saucony is among the most respected names in running shoes. We offer a wide range of running and walking shoes, each with the Saucony trademark fit, feel and performance. We've spent years studying the biomechanics of top athletes. Our goal? To develop creatively engineered systems that maximize your performance in your specific activity, allowing you to focus on the activity instead of the equipment. From our studies have come many innovative Saucony concepts. Advanced technologies-like Grid, the first sole-based stability and cushioning system--provide an advantage to athletes of all types.""]",AMAZON FASHION,Saucony,1
